job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,median_salary,posted_date,company_size,tools_preferred
1628,Fisher LLC,Automotive,NLP Engineer,"AWS, NumPy, CUDA, Azure, SQL, Hugging Face",Mid,Full-time,"Changview, CU",132423,24-06-2024,Mid,"TensorFlow, FastAPI"
1629,Barnes-Gonzalez,Automotive,NLP Engineer,"Keras, PyTorch, Azure, C++, Python, LangChain",Mid,Remote,"New Cameron, IR",161002,30-06-2024,Mid,LangChain
1630,"Mann, Taylor and Martin",Tech,Computer Vision Engineer,"LangChain, Scikit-learn, Hugging Face",Mid,Full-time,"Wendytown, KR",114351,10-02-2024,Startup,"MLflow, Scikit-learn, FastAPI"
1631,Bush and Sons,Education,Computer Vision Engineer,"PyTorch, CUDA, Keras",Entry,Contract,"Robertstown, GA",82125,23-05-2025,Startup,BigQuery
1632,"Callahan, Sullivan and Flynn",Retail,Computer Vision Engineer,"Hugging Face, GCP, R, Scikit-learn",Mid,Full-time,"Port Jennifer, ES",138121,06-10-2023,Large,"MLflow, TensorFlow, KDB+"
1633,Joseph-Romero,Retail,Quant Researcher,"Power BI, LangChain, FastAPI, Flask, SQL, Scikit-learn",Mid,Contract,"Kristenberg, AL",150454,15-10-2024,Startup,"BigQuery, MLflow, TensorFlow"
1634,"Singh, Shannon and Castaneda",Automotive,AI Product Manager,"NumPy, Reinforcement Learning, GCP, Azure, LangChain, Scikit-learn",Entry,Remote,"West Justin, IN",62986,14-10-2024,Mid,"KDB+, TensorFlow, LangChain"
1635,"Johnson, Sweeney and Hall",Tech,AI Researcher,"Azure, Flask, PyTorch, Excel, Pandas",Mid,Contract,"Lindachester, PA",164671,20-09-2024,Startup,"FastAPI, MLflow, PyTorch"
1636,Wu Inc,Healthcare,Data Analyst,"TensorFlow, Power BI, MLflow, Flask, CUDA, Reinforcement Learning",Entry,Remote,"Barnesfurt, SV",74230,03-07-2025,Large,"BigQuery, FastAPI, MLflow"
1637,Lopez-Williams,Healthcare,Data Analyst,"PyTorch, NumPy, SQL, FastAPI",Senior,Contract,"North Mark, IN",87503,23-07-2024,Mid,FastAPI
1638,Hughes-Figueroa,Healthcare,Computer Vision Engineer,"TensorFlow, Pandas, Excel, LangChain, MLflow",Entry,Internship,"Castilloborough, CH",164225,07-05-2025,Mid,"MLflow, BigQuery"
1639,"Randall, Grant and Rosario",Finance,AI Researcher,"Hugging Face, FastAPI, AWS, Scikit-learn, Keras",Mid,Internship,"Kimberlyfort, BJ",96766,08-06-2025,Startup,"KDB+, FastAPI"
1640,Griffith Ltd,Education,NLP Engineer,"SQL, Pandas, AWS, Power BI, Scikit-learn",Entry,Contract,"Johnstad, ET",103487,17-03-2025,Mid,"Scikit-learn, PyTorch"
1641,"Smith, Woods and Tucker",Retail,Data Analyst,"TensorFlow, AWS, Flask",Mid,Full-time,"South Dylanmouth, SY",80897,10-08-2025,Mid,KDB+
1642,Frazier Inc,Automotive,NLP Engineer,"Hugging Face, FastAPI, TensorFlow, GCP",Mid,Contract,"North Joel, PG",71305,08-08-2025,Large,TensorFlow
1643,"Torres, Campbell and Krause",Tech,ML Engineer,"TensorFlow, Keras, R",Mid,Internship,"East Hollyfurt, AR",168212,07-04-2024,Large,"MLflow, TensorFlow, KDB+"
1644,Snyder Group,Finance,NLP Engineer,"CUDA, Azure, Python, Scikit-learn, Power BI",Senior,Remote,"North Susan, SG",172026,16-03-2025,Mid,BigQuery
1645,Lucas-Morris,Retail,Quant Researcher,"Azure, TensorFlow, AWS, Flask, Reinforcement Learning, LangChain",Mid,Remote,"Jordanshire, PS",104560,14-07-2024,Mid,"KDB+, BigQuery"
1646,Martinez-Weaver,Education,Data Scientist,"Python, Power BI, Flask",Senior,Full-time,"Lake Valerie, IN",121501,22-03-2024,Large,"LangChain, KDB+"
1647,Mendez and Sons,Retail,AI Researcher,"Scikit-learn, AWS, Python, MLflow",Senior,Internship,"Jonesbury, PA",181185,19-08-2024,Mid,FastAPI
1648,"Johnson, Wright and Quinn",Automotive,NLP Engineer,"LangChain, R, C++",Senior,Internship,"North Brian, FI",173264,23-12-2024,Startup,"PyTorch, Scikit-learn"
1649,"Mitchell, Collins and Collins",E-commerce,Computer Vision Engineer,"Azure, C++, TensorFlow, Hugging Face, Python, PyTorch",Senior,Internship,"Cobbtown, SZ",189827,06-02-2025,Large,TensorFlow
1650,Williams-Torres,E-commerce,Data Analyst,"CUDA, SQL, Keras, Azure, LangChain, Reinforcement Learning",Entry,Remote,"Port Tiffanystad, DO",138457,24-12-2024,Startup,"MLflow, PyTorch"
1651,Martinez Group,Education,Quant Researcher,"LangChain, Keras, Python, FastAPI, R, C++",Senior,Full-time,"Gabriellaborough, HT",87344,23-08-2025,Startup,"TensorFlow, KDB+, PyTorch"
1652,Weaver-Mcdonald,Tech,AI Product Manager,"Python, Power BI, GCP",Entry,Internship,"West Richard, SV",86841,26-10-2024,Mid,LangChain
1653,Cook-Jarvis,E-commerce,ML Engineer,"TensorFlow, Power BI, Scikit-learn, Python, GCP, SQL",Mid,Full-time,"Jayton, GB",129528,07-11-2023,Large,LangChain
1654,Moreno-Sanchez,Automotive,AI Researcher,"GCP, MLflow, TensorFlow",Mid,Internship,"Fosterville, TT",152066,14-09-2024,Mid,"KDB+, BigQuery, Scikit-learn"
1655,Kline Group,Education,Computer Vision Engineer,"Flask, Scikit-learn, NumPy",Mid,Contract,"Lake Donaldstad, NP",145093,20-06-2025,Mid,"PyTorch, MLflow, TensorFlow"
1656,Brown and Sons,Finance,AI Researcher,"NumPy, Reinforcement Learning, AWS, Power BI, PyTorch, SQL",Mid,Contract,"Lake Chris, AO",57359,13-01-2024,Startup,"KDB+, MLflow, BigQuery"
1657,Quinn Group,Tech,Data Scientist,"Reinforcement Learning, GCP, TensorFlow, Pandas",Mid,Internship,"East Michael, UY",70578,05-09-2024,Large,FastAPI
1658,Mills-Mitchell,Finance,Data Scientist,"PyTorch, NumPy, MLflow",Entry,Full-time,"Bryantton, CO",123764,18-07-2025,Large,"BigQuery, FastAPI"
1659,"Andrews, Sanchez and Carroll",Healthcare,Data Analyst,"Reinforcement Learning, Python, PyTorch, Keras",Mid,Internship,"Anthonyberg, DM",181603,22-08-2024,Large,"LangChain, KDB+"
1660,Smith and Sons,Automotive,NLP Engineer,"PyTorch, NumPy, Power BI",Mid,Internship,"Meyermouth, GN",105810,26-12-2023,Large,"KDB+, BigQuery"
1661,Smith-Hall,Tech,AI Researcher,"Flask, Keras, GCP, Power BI",Entry,Remote,"South Dustinbury, BY",131204,23-07-2025,Large,KDB+
1662,"Anderson, Tucker and Phillips",Healthcare,Data Scientist,"Scikit-learn, GCP, MLflow",Mid,Remote,"Jenniferborough, CO",85302,08-12-2023,Large,"FastAPI, Scikit-learn, LangChain"
1663,Kirk-Meyers,Retail,Quant Researcher,"Scikit-learn, CUDA, Python",Entry,Full-time,"New Jose, ET",102845,15-03-2024,Mid,"PyTorch, FastAPI"
1664,Bishop-Contreras,Tech,Computer Vision Engineer,"PyTorch, Excel, TensorFlow, Scikit-learn, Power BI",Mid,Internship,"South Ronaldfurt, BB",97476,07-06-2024,Startup,"KDB+, LangChain"
1665,"Poole, Ramirez and Sims",Education,NLP Engineer,"Reinforcement Learning, MLflow, Scikit-learn, Flask, Python, FastAPI",Mid,Contract,"East David, BW",186828,04-04-2024,Mid,"FastAPI, KDB+, LangChain"
1666,Sandoval Ltd,E-commerce,AI Researcher,"LangChain, Hugging Face, Scikit-learn, Flask, Reinforcement Learning, Excel",Mid,Remote,"Williamsville, EG",116645,29-09-2023,Startup,"TensorFlow, PyTorch, Scikit-learn"
1667,Skinner Inc,Education,ML Engineer,"Keras, R, Power BI, LangChain",Entry,Contract,"Port James, BS",144383,13-07-2024,Startup,KDB+
1668,"Kelly, Pace and Rodriguez",Retail,Data Analyst,"Hugging Face, SQL, LangChain, Reinforcement Learning",Entry,Remote,"Esparzaberg, SY",154662,04-05-2024,Mid,LangChain
1669,Hunt-Phillips,Finance,ML Engineer,"PyTorch, Python, Azure, C++, GCP",Entry,Remote,"New Emily, DJ",172814,16-05-2025,Large,"PyTorch, Scikit-learn, LangChain"
1670,Edwards-Jones,E-commerce,Computer Vision Engineer,"TensorFlow, C++, AWS, CUDA",Entry,Internship,"Stephanieside, KG",68256,25-02-2024,Large,"KDB+, TensorFlow"
1671,"Williams, Glass and Benson",Finance,Data Scientist,"Flask, NumPy, C++, Keras, Power BI",Entry,Internship,"Matthewburgh, GB",168285,27-11-2024,Large,"FastAPI, TensorFlow"
1672,"Jackson, Carrillo and Anderson",Healthcare,AI Researcher,"Scikit-learn, Azure, MLflow, LangChain, TensorFlow",Mid,Full-time,"Dustinborough, LT",145733,09-01-2025,Startup,PyTorch
1673,Richardson and Sons,Automotive,NLP Engineer,"Excel, C++, MLflow, Pandas",Senior,Full-time,"Lake Austin, AT",107125,06-02-2025,Startup,PyTorch
1674,"Weber, Thompson and Williams",Healthcare,Data Analyst,"GCP, MLflow, Reinforcement Learning, SQL, Azure, Scikit-learn",Senior,Full-time,"Valenciafort, RW",160715,17-05-2025,Large,"PyTorch, TensorFlow"
1675,"Lee, Scott and Franco",Education,ML Engineer,"R, C++, FastAPI, Excel",Mid,Contract,"Shawnfurt, LK",77280,14-01-2024,Mid,"KDB+, FastAPI"
1676,Wright Group,Finance,Quant Researcher,"Python, Hugging Face, R",Mid,Remote,"Josephville, MW",96103,09-03-2025,Large,MLflow
1677,Daniels and Sons,Tech,NLP Engineer,"TensorFlow, Python, AWS, Power BI, NumPy",Entry,Remote,"Shannonhaven, MY",135997,08-04-2025,Startup,Scikit-learn
1678,"Taylor, Hodges and Martinez",E-commerce,AI Product Manager,"Python, PyTorch, GCP, Keras, Azure, Flask",Mid,Full-time,"Charlesville, VA",107284,19-11-2024,Large,"KDB+, BigQuery"
1679,Hanson-Weeks,Education,AI Product Manager,"GCP, SQL, Power BI, CUDA, AWS",Mid,Full-time,"Wilsonberg, PA",135302,14-04-2025,Large,KDB+
1680,Barton-Kirby,Automotive,ML Engineer,"GCP, TensorFlow, MLflow",Mid,Contract,"West Aliceberg, LV",129661,24-06-2024,Large,PyTorch
1681,Johnson Inc,Retail,AI Researcher,"SQL, Pandas, Excel",Entry,Internship,"Rioston, AF",77142,03-10-2023,Large,"LangChain, KDB+"
1682,"Schmitt, James and Campbell",E-commerce,Computer Vision Engineer,"FastAPI, SQL, Pandas, TensorFlow, MLflow",Mid,Contract,"Port Joanne, AZ",90814,15-09-2024,Large,"KDB+, TensorFlow, LangChain"
1683,Yates-Brown,Automotive,Quant Researcher,"PyTorch, Flask, Reinforcement Learning, Power BI",Entry,Full-time,"Port Samuel, IQ",101711,26-09-2024,Startup,"KDB+, LangChain"
1684,"James, Wagner and Johnson",Finance,Computer Vision Engineer,"Flask, AWS, Hugging Face",Entry,Contract,"Stevenmouth, MK",193166,23-05-2025,Mid,"TensorFlow, LangChain"
1685,Cummings-Reyes,Retail,AI Product Manager,"Hugging Face, Azure, CUDA, NumPy",Senior,Full-time,"Port Mindyborough, SI",77275,20-12-2023,Mid,"PyTorch, FastAPI"
1686,Bishop Ltd,Retail,Computer Vision Engineer,"FastAPI, Keras, Hugging Face, Azure, NumPy",Senior,Internship,"Cartershire, DK",158424,07-11-2023,Large,BigQuery
1687,Daniels-Jones,Retail,Computer Vision Engineer,"TensorFlow, NumPy, CUDA, Python, AWS, Pandas",Entry,Full-time,"Olsontown, MK",140929,26-05-2025,Startup,MLflow
1688,Reed-Wilson,E-commerce,Quant Researcher,"Scikit-learn, Reinforcement Learning, Pandas, Azure, R, GCP",Entry,Remote,"Edgarhaven, MX",176150,01-12-2024,Large,TensorFlow
1689,Smith-Moore,Healthcare,Data Analyst,"LangChain, Scikit-learn, Azure, Python, Pandas",Mid,Contract,"Gabrielport, TT",115478,04-03-2024,Mid,"TensorFlow, KDB+"
1690,Briggs-House,Tech,Data Analyst,"GCP, Python, PyTorch, Excel, Power BI",Mid,Internship,"South Brandon, MG",125602,12-02-2024,Large,"MLflow, LangChain"
1691,"Chen, Moore and Ray",Tech,Computer Vision Engineer,"R, LangChain, FastAPI, Reinforcement Learning, Pandas, GCP",Mid,Full-time,"Lewisville, SZ",69673,23-03-2024,Startup,"LangChain, FastAPI"
1692,Torres-King,Healthcare,AI Researcher,"CUDA, MLflow, C++, Python, Power BI, NumPy",Entry,Internship,"East Bryanton, KP",130342,30-07-2024,Large,FastAPI
1693,"Johnson, Espinoza and Ali",Healthcare,AI Product Manager,"FastAPI, C++, R, TensorFlow, Reinforcement Learning",Mid,Contract,"Cynthialand, ZM",171336,20-04-2025,Startup,PyTorch
1694,Blackwell Ltd,Tech,Data Scientist,"TensorFlow, SQL, AWS, PyTorch, LangChain",Mid,Remote,"Stevenberg, SM",83416,19-10-2023,Startup,PyTorch
1695,Day-Mckee,Healthcare,Data Analyst,"LangChain, MLflow, Azure, Pandas",Entry,Internship,"Amytown, TD",91874,08-01-2025,Large,KDB+
1696,Ellis LLC,Retail,AI Researcher,"C++, R, CUDA, Pandas, Azure",Entry,Contract,"Lake Michaelberg, IN",49123,01-02-2024,Mid,"BigQuery, Scikit-learn"
1697,Good-Gordon,Automotive,Data Scientist,"Keras, PyTorch, Flask",Entry,Internship,"South Anthonymouth, HR",137623,06-10-2023,Large,KDB+
1698,Taylor Ltd,Automotive,Quant Researcher,"Keras, SQL, PyTorch, Python, Pandas, Azure",Mid,Remote,"East Andrew, OM",178848,06-01-2024,Mid,"MLflow, TensorFlow"
1699,Walker LLC,Finance,ML Engineer,"AWS, Scikit-learn, Azure, Python, TensorFlow, LangChain",Mid,Internship,"Port Matthew, VN",152613,11-09-2025,Large,PyTorch
1700,"Simpson, Davis and Higgins",Automotive,Computer Vision Engineer,"Flask, R, Excel",Mid,Full-time,"Cassidybury, MU",155366,31-01-2024,Startup,LangChain
1701,Simpson Group,Retail,AI Researcher,"TensorFlow, NumPy, FastAPI",Entry,Remote,"Arnoldmouth, NE",92446,14-02-2025,Startup,"BigQuery, LangChain, MLflow"
1702,"Klein, Ward and Cooper",Retail,Data Scientist,"Reinforcement Learning, GCP, TensorFlow",Senior,Full-time,"Huntville, HN",149526,30-11-2024,Large,"Scikit-learn, MLflow, LangChain"
1703,Horton-Collins,E-commerce,Data Scientist,"Azure, Excel, Power BI, SQL",Senior,Internship,"Georgemouth, UZ",143229,26-11-2024,Large,Scikit-learn
1704,"Johnson, Oconnell and Williams",Finance,AI Product Manager,"PyTorch, TensorFlow, SQL, LangChain, CUDA",Mid,Remote,"Lake Bradley, AU",99750,07-02-2025,Large,"FastAPI, Scikit-learn"
1705,"Powers, Lewis and Stewart",E-commerce,NLP Engineer,"Flask, Azure, R",Senior,Full-time,"Andrewview, NA",128315,22-10-2023,Large,PyTorch
1706,"Foley, Green and Farley",E-commerce,Data Analyst,"Power BI, GCP, Hugging Face",Entry,Remote,"Port Ashlee, LI",152813,02-10-2023,Startup,"Scikit-learn, BigQuery"
1707,Smith-Fernandez,Tech,AI Product Manager,"Excel, Hugging Face, R",Entry,Contract,"South Ruthview, CI",92245,05-08-2025,Mid,"FastAPI, Scikit-learn, MLflow"
1708,"Smith, Tapia and Jones",Education,Quant Researcher,"NumPy, Power BI, LangChain, C++, Keras, SQL",Mid,Contract,"East Martin, GB",75049,24-03-2024,Mid,KDB+
1709,Sanchez Ltd,Retail,AI Product Manager,"SQL, LangChain, AWS, NumPy, Azure",Senior,Internship,"Port Anna, PG",102118,15-08-2024,Startup,"Scikit-learn, BigQuery, MLflow"
1710,Floyd Ltd,Healthcare,Computer Vision Engineer,"Python, C++, NumPy, Reinforcement Learning, GCP",Mid,Internship,"Clarkefort, MD",128032,26-09-2023,Large,"MLflow, TensorFlow"
1711,Clark-Holloway,Tech,Data Analyst,"Python, Reinforcement Learning, CUDA",Senior,Internship,"Karenland, AL",96137,21-12-2023,Mid,"Scikit-learn, TensorFlow"
1712,Johnson Ltd,E-commerce,ML Engineer,"TensorFlow, Azure, LangChain, Flask, Excel",Mid,Contract,"Sosaview, CI",105039,21-01-2024,Startup,Scikit-learn
1713,Fox-Cochran,Finance,ML Engineer,"Azure, SQL, Reinforcement Learning, PyTorch, Hugging Face",Mid,Full-time,"South Marymouth, UG",164295,16-01-2025,Startup,"LangChain, PyTorch"
1714,"Villarreal, Ellis and Crane",Education,NLP Engineer,"Flask, CUDA, FastAPI, Pandas, Excel",Mid,Full-time,"New Williamshire, LI",177817,12-04-2025,Mid,"TensorFlow, BigQuery"
1715,"Fox, Davis and Houston",Finance,Quant Researcher,"C++, GCP, LangChain, PyTorch, FastAPI",Senior,Remote,"Gregoryborough, TN",178011,16-03-2024,Large,"Scikit-learn, TensorFlow, KDB+"
1716,Nash-Perry,Tech,AI Researcher,"C++, PyTorch, Power BI",Entry,Full-time,"Thomasberg, MZ",127517,06-01-2025,Mid,MLflow
1717,Murphy and Sons,Healthcare,AI Researcher,"Python, Reinforcement Learning, CUDA, Flask, Excel",Senior,Internship,"West Vernon, LA",172100,16-07-2025,Startup,BigQuery
1718,Bailey Inc,Tech,Quant Researcher,"R, C++, Hugging Face, Scikit-learn, Python, LangChain",Senior,Full-time,"Johnsonburgh, HR",117758,03-09-2024,Large,MLflow
1719,Wright PLC,E-commerce,NLP Engineer,"FastAPI, NumPy, LangChain, Scikit-learn, Power BI",Senior,Internship,"South James, JM",154057,07-10-2023,Mid,"MLflow, PyTorch"
1720,Grimes-Cruz,Healthcare,Data Analyst,"Scikit-learn, Hugging Face, LangChain",Entry,Contract,"West Nicolefurt, US",183919,03-10-2024,Large,"PyTorch, KDB+, LangChain"
1721,"Spence, Mcconnell and Fleming",Automotive,Data Analyst,"AWS, PyTorch, C++, FastAPI",Senior,Full-time,"Garrettville, NR",117427,06-11-2024,Large,"FastAPI, LangChain, MLflow"
1722,Rush Inc,Finance,AI Researcher,"Python, Scikit-learn, Pandas",Mid,Full-time,"North Mary, BA",138981,24-02-2025,Mid,TensorFlow
1723,Davis PLC,Automotive,Computer Vision Engineer,"C++, Pandas, NumPy, R",Entry,Full-time,"Lake Paulside, TH",91853,29-07-2024,Mid,"BigQuery, LangChain"
1724,Beard Group,Retail,Data Scientist,"FastAPI, Scikit-learn, CUDA",Entry,Full-time,"Williamchester, BG",87754,19-06-2025,Mid,"LangChain, KDB+, BigQuery"
1725,Johnson-Marshall,Healthcare,Data Analyst,"Reinforcement Learning, C++, GCP, AWS, FastAPI",Senior,Internship,"New Timothy, KG",117624,08-06-2025,Startup,"Scikit-learn, FastAPI"
1726,Adams and Sons,Retail,AI Product Manager,"R, Hugging Face, Flask, NumPy, Keras, C++",Entry,Internship,"Duncanhaven, KH",167929,17-10-2023,Mid,KDB+
1727,"Baker, Lawson and Newton",E-commerce,AI Product Manager,"MLflow, TensorFlow, Power BI, CUDA, NumPy, PyTorch",Entry,Internship,"Perezstad, PW",161904,29-09-2023,Startup,BigQuery
1728,Chandler Group,Tech,AI Product Manager,"PyTorch, Scikit-learn, C++",Mid,Internship,"New Abigail, SD",155929,27-09-2023,Large,MLflow
1729,Hensley LLC,Healthcare,Quant Researcher,"Power BI, Hugging Face, NumPy, R, PyTorch, Keras",Entry,Internship,"Johnstad, CH",109527,28-11-2023,Mid,KDB+
1730,"Burke, Mitchell and Wright",Education,NLP Engineer,"Power BI, Hugging Face, Keras",Mid,Internship,"Flemingmouth, TM",110281,29-09-2024,Large,"LangChain, TensorFlow, MLflow"
1731,Hernandez Ltd,Retail,AI Product Manager,"Flask, GCP, MLflow, Pandas",Mid,Full-time,"New Nicoleview, KM",136016,29-08-2024,Startup,"BigQuery, PyTorch"
1732,Meadows and Sons,Healthcare,Data Analyst,"Pandas, Power BI, MLflow, Python, AWS",Senior,Internship,"New Michaelland, IR",137314,20-03-2025,Startup,"MLflow, KDB+"
1733,Barr PLC,Healthcare,ML Engineer,"TensorFlow, LangChain, AWS",Senior,Full-time,"New Chaseberg, PK",157525,27-05-2024,Startup,"TensorFlow, KDB+, FastAPI"
1734,Marshall Inc,Healthcare,Data Scientist,"CUDA, Hugging Face, Python",Entry,Remote,"Port James, IE",94879,07-11-2023,Mid,"FastAPI, PyTorch, TensorFlow"
1735,"Steele, Sherman and Liu",E-commerce,Data Scientist,"R, Python, LangChain, FastAPI",Entry,Full-time,"Stuartchester, PS",115305,15-05-2025,Large,"BigQuery, FastAPI, PyTorch"
1736,"Crane, Johnson and Robinson",Automotive,AI Product Manager,"Keras, Excel, GCP",Entry,Remote,"Ericside, BI",137175,03-03-2025,Startup,"KDB+, FastAPI, MLflow"
1737,Ferguson PLC,Automotive,Quant Researcher,"Reinforcement Learning, Excel, NumPy, PyTorch, Pandas, SQL",Entry,Internship,"Johnsonmouth, TN",116678,21-03-2024,Large,"FastAPI, LangChain"
1738,Marshall Group,Healthcare,Data Analyst,"Pandas, Power BI, SQL",Senior,Remote,"Zacharyside, PG",159549,14-02-2025,Startup,"KDB+, LangChain"
1739,"Williams, Brown and Howard",Retail,Computer Vision Engineer,"R, Hugging Face, Flask",Mid,Full-time,"Owensborough, GE",188355,22-08-2024,Large,"LangChain, FastAPI, TensorFlow"
1740,"Miller, Waters and Clark",Education,ML Engineer,"Power BI, CUDA, AWS",Entry,Remote,"Lake John, CO",92758,21-12-2023,Mid,"Scikit-learn, BigQuery, KDB+"
1741,Montgomery Inc,Healthcare,Data Analyst,"Flask, TensorFlow, C++",Senior,Internship,"West Coreyton, VE",132437,15-03-2024,Large,"KDB+, FastAPI, PyTorch"
1742,Middleton and Sons,Healthcare,Data Scientist,"Scikit-learn, Python, Hugging Face, Pandas, Keras, MLflow",Senior,Full-time,"Lake Melissa, LY",139253,14-12-2023,Mid,"BigQuery, MLflow"
1743,Allen Ltd,Tech,Quant Researcher,"LangChain, SQL, PyTorch, Excel",Mid,Internship,"Cantrellmouth, AE",153107,21-09-2024,Mid,KDB+
1744,Scott-Norris,Finance,NLP Engineer,"Python, MLflow, PyTorch, FastAPI",Senior,Full-time,"Lauramouth, FR",104650,13-02-2025,Startup,"TensorFlow, FastAPI, KDB+"
1745,Ramos Ltd,Retail,Computer Vision Engineer,"Scikit-learn, Flask, PyTorch, SQL",Senior,Remote,"West Tyler, CN",144972,26-09-2023,Large,"BigQuery, TensorFlow"
1746,Daniel-Williams,Tech,AI Researcher,"Keras, Pandas, AWS, SQL",Mid,Full-time,"West Raymondshire, SK",173483,22-07-2025,Mid,BigQuery
1747,Lowery-Henry,Healthcare,AI Researcher,"NumPy, Scikit-learn, SQL, LangChain, C++",Senior,Internship,"Jacobschester, KH",114000,03-04-2024,Startup,"Scikit-learn, LangChain"
1748,"Gutierrez, Salazar and Rowe",Tech,Data Analyst,"MLflow, Keras, CUDA, FastAPI, Flask",Mid,Remote,"West Scott, ER",155205,07-12-2023,Large,TensorFlow
1749,Parker Ltd,E-commerce,Data Analyst,"Pandas, R, AWS, TensorFlow, NumPy, Reinforcement Learning",Mid,Internship,"West Amandafort, AR",151404,22-09-2024,Startup,"FastAPI, TensorFlow"
1750,"Montes, Graham and Leach",Healthcare,Data Scientist,"LangChain, Power BI, Azure, C++, Scikit-learn, TensorFlow",Entry,Contract,"Lake Michelle, CH",118644,04-02-2025,Startup,"Scikit-learn, BigQuery"
1751,"King, Stevens and Schmidt",Education,ML Engineer,"Power BI, LangChain, Python, Reinforcement Learning, TensorFlow, PyTorch",Senior,Internship,"Donnaton, AD",86092,04-06-2024,Large,"Scikit-learn, MLflow"
1752,Barron-Zuniga,Tech,Data Analyst,"GCP, Keras, Flask",Senior,Remote,"Stevenstad, SD",167463,25-03-2025,Large,KDB+
1753,"Caldwell, Silva and Edwards",Tech,NLP Engineer,"SQL, Flask, Azure, LangChain",Entry,Internship,"Lake Keith, RO",157781,12-12-2024,Mid,Scikit-learn
1754,Bell and Sons,Retail,NLP Engineer,"SQL, Python, C++, MLflow, CUDA",Mid,Full-time,"Lake Kathy, HR",92728,14-12-2023,Startup,PyTorch
1755,Lee Inc,E-commerce,AI Researcher,"TensorFlow, PyTorch, LangChain",Mid,Internship,"Allenchester, NI",153126,23-04-2025,Startup,KDB+
1756,Schroeder Group,Education,AI Researcher,"C++, TensorFlow, AWS",Entry,Contract,"East Kevinfurt, CY",152568,26-04-2024,Large,"PyTorch, MLflow"
1757,Fields PLC,Automotive,Data Scientist,"FastAPI, Excel, Pandas",Mid,Full-time,"South Bethhaven, BT",146813,24-10-2024,Large,"Scikit-learn, TensorFlow"
1758,"Hawkins, Holland and Peters",Healthcare,Computer Vision Engineer,"FastAPI, PyTorch, Excel, SQL",Entry,Internship,"Lake Nicoleberg, FM",115711,10-03-2024,Mid,PyTorch
1759,Robertson and Sons,Healthcare,ML Engineer,"GCP, PyTorch, Power BI, TensorFlow",Entry,Contract,"East Christine, BW",109269,24-07-2025,Large,"TensorFlow, MLflow"
1760,"Harrison, Marquez and Bailey",Healthcare,Data Scientist,"PyTorch, GCP, Reinforcement Learning, Excel, C++",Senior,Contract,"Nunezmouth, UY",174161,31-12-2024,Startup,"MLflow, TensorFlow, BigQuery"
1761,Chen-Erickson,Finance,Data Scientist,"FastAPI, SQL, GCP, AWS",Senior,Internship,"Williamsmouth, GT",174468,06-12-2024,Startup,"BigQuery, KDB+, PyTorch"
1762,Copeland-Mitchell,Finance,ML Engineer,"TensorFlow, Scikit-learn, Flask, NumPy, SQL, LangChain",Entry,Remote,"Bradleyport, AR",156237,13-08-2024,Large,"Scikit-learn, PyTorch"
1763,"Marsh, Foster and Taylor",Retail,Quant Researcher,"NumPy, GCP, Flask, TensorFlow",Entry,Contract,"Kathyside, SK",90035,03-01-2024,Large,LangChain
1764,Benson PLC,Healthcare,AI Product Manager,"TensorFlow, PyTorch, Pandas, Excel, Scikit-learn, MLflow",Senior,Contract,"West Angelastad, FJ",129987,08-05-2025,Startup,"MLflow, KDB+"
1765,"Williams, Thomas and Mueller",Education,Data Analyst,"Flask, Keras, GCP, Python, R, C++",Mid,Internship,"New Stacybury, UZ",84063,29-07-2024,Startup,PyTorch
1766,"Bartlett, Hodge and Jones",Tech,Quant Researcher,"Pandas, FastAPI, PyTorch, CUDA, Azure",Mid,Full-time,"Lake Jordan, GD",53651,01-02-2024,Startup,"FastAPI, TensorFlow, KDB+"
1767,Baldwin LLC,Healthcare,AI Product Manager,"Keras, Azure, Excel, MLflow, FastAPI, Hugging Face",Entry,Remote,"Comptonstad, UA",86111,14-03-2025,Mid,"Scikit-learn, BigQuery, FastAPI"
1768,Mcbride Inc,Tech,Computer Vision Engineer,"TensorFlow, SQL, NumPy, Flask, Scikit-learn, Hugging Face",Entry,Contract,"Lake Joshuabury, LB",158958,27-09-2024,Mid,"BigQuery, Scikit-learn, PyTorch"
1769,Colon LLC,E-commerce,AI Product Manager,"Reinforcement Learning, Pandas, AWS, PyTorch, Azure, C++",Entry,Remote,"Lake Brian, ZM",74667,11-07-2024,Startup,"LangChain, BigQuery, KDB+"
1770,"Ashley, Boone and Stein",Education,Computer Vision Engineer,"Hugging Face, FastAPI, GCP, Pandas, SQL",Mid,Contract,"Jasminville, SA",88082,31-05-2024,Large,"Scikit-learn, LangChain"
1771,"Wilson, Taylor and Watts",Tech,Computer Vision Engineer,"NumPy, Python, Excel",Mid,Internship,"Lake Edward, IE",149790,16-12-2024,Startup,"BigQuery, MLflow, LangChain"
1772,Hodge-Fernandez,Automotive,Computer Vision Engineer,"Hugging Face, LangChain, Azure, C++",Entry,Internship,"New Alanville, BB",147927,08-12-2023,Startup,"TensorFlow, FastAPI, PyTorch"
1773,"Roman, Moody and Larson",Education,Data Analyst,"CUDA, Hugging Face, GCP, FastAPI",Entry,Full-time,"Port Alisonville, AT",134408,29-05-2024,Large,"BigQuery, TensorFlow, FastAPI"
